ID;Year_Birth;Education;Marital_Status;Income;Kidhome;Teenhome;Dt_Customer;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Response;Age;Age_Group;NumOffSprings
2256;1973;Master;Married;27159.0;1;1;2014-03-29;33.0;17.0;0.0;3.0;0.0;0.0;1.0;2.0;1.0;0.0;3.0;6.0;0;0;0;0;0;0;0;47;40-59;2
4279;1963;2n Cycle;Single;39548.0;1;1;2014-03-31;87.0;15.0;4.0;10.0;3.0;4.0;18.0;2.0;1.0;1.0;3.0;3.0;0;0;0;0;0;0;0;57;50-59;2
5371;1989;Graduation;Single;21474.0;1;0;2014-04-08;0.0;6.0;16.0;24.0;11.0;0.0;34.0;2.0;3.0;1.0;2.0;7.0;1;0;0;0;0;0;1;31;30-39;1
9240;1971;PhD;Single;60504.0;0;1;2014-02-07;73.0;458.0;0.0;24.0;6.0;4.0;34.0;2.0;6.0;2.0;8.0;6.0;0;0;0;0;0;0;0;49;>69;1
9460;1963;Graduation;Married;22419.0;0;0;2013-04-18;74.0;30.0;3.0;47.0;19.0;21.0;42.0;1.0;3.0;2.0;2.0;8.0;0;0;0;0;0;0;0;57;50-59;0
9504;1949;Master;Married;81698.0;0;0;2013-11-06;4.0;179.0;28.0;520.0;111.0;;47.0;1.0;3.0;8.0;;1.0;0;0;0;0;0;0;1;71;>69;0
8692;1952;Graduation;Together;43462.0;1;1;2012-09-12;50.0;90.0;17.0;97.0;15.0;6.0;15.0;6.0;4.0;1.0;5.0;8.0;0;0;0;0;0;0;0;68;60-69;2
448;1978;PhD;Single;54880.0;1;0;2013-03-01;57.0;308.0;85.0;137.0;102.0;45.0;118.0;2.0;6.0;2.0;11.0;5.0;0;0;0;0;0;0;0;42;40-59;1
8314;1982;Graduation;Married;79908.0;0;0;2013-04-05;30.0;557.0;;;29.0;;111.0;1.0;5.0;6.0;7.0;2.0;0;0;1;0;0;0;0;38;30-39;0
8420;1970;2n Cycle;Married;15315.0;0;0;2013-08-03;27.0;7.0;4.0;13.0;15.0;8.0;17.0;2.0;2.0;0.0;4.0;5.0;0;0;0;0;0;0;0;50;50-59;0
3174;1959;Graduation;Together;87771.0;0;1;2013-05-22;61.0;;38.0;287.0;50.0;57.0;33.0;1.0;5.0;;4.0;6.0;0;1;1;1;1;0;1;61;60-69;1
7685;1978;Graduation;Married;33039.0;1;0;2013-09-09;4.0;30.0;8.0;12.0;8.0;8.0;12.0;1.0;2.0;0.0;4.0;5.0;0;0;0;0;0;0;0;42;40-59;1
3179;1980;Graduation;Single;81741.0;0;0;2013-06-16;75.0;249.0;;;58.0;;38.0;0.0;6.0;6.0;7.0;2.0;0;0;0;0;0;0;0;40;40-59;0
9780;1971;Master;Together;71499.0;0;1;2013-06-25;12.0;465.0;25.0;132.0;136.0;0.0;37.0;2.0;8.0;3.0;;4.0;0;0;0;0;0;0;0;49;>69;1
10681;1970;2n Cycle;Married;62466.0;0;1;2014-01-15;13.0;129.0;;259.0;;;83.0;5.0;6.0;3.0;12.0;4.0;0;0;0;0;0;0;0;50;50-59;1
10232;1963;PhD;Divorced;48799.0;0;1;2013-11-05;9.0;174.0;18.0;81.0;28.0;6.0;24.0;3.0;3.0;2.0;7.0;3.0;0;0;0;0;0;0;0;57;50-59;1
4184;1950;PhD;Together;52157.0;0;1;2014-06-07;48.0;189.0;2.0;29.0;3.0;2.0;40.0;2.0;3.0;2.0;5.0;4.0;0;0;0;0;0;0;0;70;>69;1
9120;1962;Graduation;Single;66565.0;0;1;2012-12-05;80.0;747.0;10.0;161.0;65.0;40.0;42.0;4.0;4.0;2.0;9.0;8.0;0;0;0;0;0;0;0;58;50-59;1
891;1951;Master;Together;29298.0;1;1;2013-09-07;60.0;6.0;0.0;2.0;2.0;0.0;1.0;1.0;1.0;0.0;2.0;5.0;0;0;0;0;0;0;0;69;>69;2
10381;1979;Graduation;Single;47691.0;0;1;2013-07-05;43.0;14.0;0.0;3.0;0.0;0.0;4.0;1.0;1.0;0.0;2.0;6.0;0;0;0;0;0;0;0;41;40-59;1
3525;1970;Graduation;Together;38200.0;1;1;2012-12-07;19.0;12.0;0.0;4.0;0.0;0.0;1.0;1.0;1.0;0.0;2.0;7.0;0;0;0;0;0;0;0;50;50-59;2
6818;1974;Graduation;Married;44989.0;0;1;2012-09-12;26.0;98.0;0.0;106.0;49.0;10.0;106.0;5.0;5.0;1.0;5.0;6.0;0;0;0;0;0;0;0;46;40-59;1
3526;1968;PhD;Married;38443.0;1;1;2014-01-27;58.0;32.0;0.0;5.0;0.0;0.0;1.0;2.0;1.0;0.0;3.0;7.0;0;0;0;0;0;0;0;52;50-59;2
8181;1978;2n Cycle;Single;38593.0;1;0;2013-09-13;42.0;51.0;12.0;49.0;17.0;24.0;24.0;3.0;4.0;1.0;3.0;8.0;0;0;0;0;0;0;0;42;40-59;1
1029;1970;PhD;Together;64413.0;0;1;2013-08-01;27.0;200.0;5.0;44.0;0.0;10.0;20.0;1.0;5.0;1.0;5.0;5.0;0;0;0;0;0;0;0;50;50-59;1
7369;1981;Master;Married;36959.0;1;0;2013-10-02;56.0;25.0;6.0;25.0;6.0;0.0;0.0;2.0;2.0;0.0;3.0;8.0;0;0;0;0;0;0;0;39;>69;1
2574;1977;PhD;Married;61996.0;0;1;2013-01-31;27.0;;12.0;144.0;0.0;0.0;24.0;3.0;6.0;4.0;8.0;5.0;0;1;0;1;1;0;1;43;40-59;1
8159;1968;Graduation;Married;51287.0;1;1;2014-04-01;10.0;117.0;0.0;22.0;13.0;0.0;30.0;3.0;4.0;1.0;3.0;7.0;0;0;0;0;0;0;0;52;50-59;2
1160;1970;Graduation;Married;13260.0;1;1;2013-08-23;48.0;9.0;4.0;17.0;10.0;2.0;7.0;4.0;3.0;0.0;3.0;8.0;0;0;0;0;0;0;0;50;50-59;2
10242;1966;PhD;Together;47472.0;1;1;2013-09-16;39.0;56.0;0.0;11.0;0.0;0.0;8.0;2.0;2.0;0.0;4.0;5.0;0;0;0;0;0;0;0;54;50-59;2
5253;1956;Master;Together;54603.0;1;1;2013-07-09;85.0;145.0;13.0;46.0;17.0;2.0;4.0;6.0;4.0;2.0;4.0;7.0;0;0;0;0;0;0;0;64;60-69;2
5966;1974;PhD;Married;45207.0;1;1;2012-11-10;64.0;203.0;0.0;10.0;0.0;0.0;2.0;5.0;3.0;1.0;6.0;6.0;0;1;0;0;0;0;0;46;40-59;2
5314;1951;Graduation;Together;40689.0;0;1;2013-03-18;69.0;270.0;3.0;27.0;39.0;6.0;99.0;;7.0;1.0;5.0;8.0;0;0;0;0;0;0;0;69;>69;1
5081;1967;2n Cycle;Together;47821.0;1;1;2013-10-20;54.0;9.0;0.0;16.0;6.0;6.0;10.0;1.0;1.0;0.0;3.0;8.0;0;0;0;0;0;0;0;53;50-59;2
5123;1951;Master;Married;27450.0;0;0;2013-04-15;57.0;37.0;12.0;23.0;8.0;11.0;52.0;1.0;2.0;1.0;3.0;7.0;0;0;0;0;0;0;0;69;>69;0
5756;1983;Graduation;Together;39453.0;1;0;2014-04-03;64.0;46.0;0.0;7.0;0.0;0.0;2.0;2.0;2.0;0.0;3.0;6.0;0;0;0;0;0;0;0;37;30-39;1
8036;1971;2n Cycle;Together;26850.0;1;1;2014-04-18;10.0;31.0;1.0;13.0;7.0;2.0;9.0;4.0;2.0;1.0;4.0;4.0;0;0;0;0;0;0;0;49;>69;2
9058;1955;Graduation;Widow;79800.0;0;0;2012-09-23;65.0;;21.0;530.0;32.0;0.0;;1.0;5.0;;5.0;3.0;1;0;1;1;0;0;1;65;60-69;0
5057;1961;Master;Married;61794.0;0;1;2013-09-14;74.0;264.0;47.0;188.0;54.0;47.0;11.0;2.0;4.0;4.0;10.0;2.0;0;0;0;0;0;0;0;59;>69;1
254;1955;Graduation;Together;53863.0;0;1;2014-05-17;4.0;399.0;4.0;30.0;6.0;4.0;30.0;3.0;7.0;1.0;7.0;7.0;0;1;0;0;0;0;0;65;60-69;1
4179;1959;Graduation;Together;24221.0;0;0;2013-08-20;94.0;8.0;9.0;9.0;2.0;5.0;22.0;1.0;1.0;1.0;3.0;4.0;0;0;0;0;0;0;0;61;60-69;0
3710;1984;PhD;Single;39684.0;1;0;2012-10-12;41.0;19.0;0.0;35.0;6.0;4.0;17.0;2.0;2.0;1.0;2.0;7.0;0;0;0;0;0;1;1;36;30-39;1
7627;1975;Master;Married;92163.0;0;0;2012-12-12;25.0;817.0;;;106.0;;20.0;0.0;5.0;;5.0;2.0;0;0;1;1;0;0;1;45;40-59;0
4501;1965;Master;Single;69882.0;0;0;2013-11-10;94.0;292.0;;;132.0;;;1.0;3.0;7.0;9.0;1.0;0;0;0;0;0;0;0;55;50-59;0
6424;1977;Graduation;Together;33178.0;1;0;2014-01-30;9.0;12.0;6.0;2.0;11.0;2.0;16.0;1.0;1.0;0.0;3.0;4.0;0;0;0;0;0;0;0;43;40-59;1
3075;1972;PhD;Married;59973.0;0;0;2013-09-11;47.0;130.0;30.0;168.0;20.0;34.0;0.0;1.0;3.0;4.0;7.0;1.0;0;0;0;0;0;0;0;48;40-59;0
4992;1975;Master;Together;17459.0;1;0;2013-09-19;12.0;6.0;4.0;16.0;3.0;10.0;30.0;3.0;3.0;1.0;2.0;7.0;0;0;0;0;0;0;1;45;40-59;1
5252;1969;Graduation;Divorced;23910.0;1;0;2012-10-26;80.0;16.0;12.0;18.0;7.0;1.0;13.0;1.0;2.0;0.0;3.0;7.0;0;0;0;0;0;0;0;51;50-59;1
7444;1969;Master;Married;42169.0;1;1;2013-10-19;20.0;19.0;0.0;9.0;0.0;0.0;2.0;2.0;1.0;0.0;3.0;8.0;0;0;0;0;0;0;0;51;50-59;2
6919;1978;2n Cycle;Married;26224.0;1;0;2013-06-04;39.0;4.0;7.0;15.0;13.0;9.0;15.0;3.0;2.0;1.0;3.0;6.0;0;0;0;0;0;0;0;42;40-59;1
3537;1981;Graduation;Together;31089.0;1;0;2012-08-17;57.0;31.0;3.0;31.0;2.0;8.0;4.0;3.0;3.0;0.0;4.0;8.0;0;0;0;0;0;0;0;39;>69;1
10277;1961;Graduation;Single;30081.0;0;1;2013-02-21;27.0;36.0;0.0;2.0;0.0;0.0;4.0;1.0;1.0;0.0;3.0;7.0;0;0;0;0;0;0;0;59;>69;1
2453;1960;Graduation;Together;62807.0;0;1;2012-08-31;83.0;526.0;28.0;135.0;10.0;21.0;99.0;3.0;5.0;3.0;12.0;5.0;0;0;0;0;0;0;0;60;60-69;1
7972;1955;Graduation;Single;72906.0;0;0;2013-09-17;79.0;400.0;32.0;519.0;71.0;75.0;54.0;1.0;3.0;4.0;9.0;1.0;0;0;0;0;0;0;0;65;60-69;0
895;1948;PhD;Married;61467.0;0;2;2012-12-09;69.0;410.0;16.0;114.0;0.0;5.0;49.0;3.0;5.0;2.0;10.0;5.0;0;0;0;0;0;0;0;72;>69;2
1177;1966;Master;Together;49618.0;1;1;2013-01-26;77.0;80.0;3.0;26.0;4.0;2.0;14.0;4.0;3.0;1.0;3.0;7.0;0;0;0;0;0;0;0;54;50-59;2
7141;1986;Master;Single;21888.0;1;0;2012-12-29;15.0;88.0;10.0;46.0;2.0;3.0;64.0;4.0;5.0;1.0;2.0;10.0;0;0;0;0;0;0;1;34;30-39;1
7232;1973;Graduation;Widow;42429.0;0;1;2014-02-11;99.0;55.0;0.0;6.0;2.0;0.0;4.0;2.0;1.0;1.0;3.0;5.0;0;0;0;0;0;0;0;47;40-59;1
8477;1956;Graduation;Divorced;26150.0;2;1;2013-03-11;61.0;5.0;1.0;13.0;3.0;5.0;1.0;1.0;1.0;0.0;3.0;7.0;0;0;0;0;0;0;0;64;60-69;3
2457;1975;Basic;Married;30801.0;0;1;2012-10-26;23.0;8.0;4.0;5.0;15.0;2.0;11.0;2.0;1.0;0.0;3.0;7.0;0;0;0;0;0;0;0;45;40-59;1
988;1965;Graduation;Married;81168.0;0;0;2014-05-07;84.0;410.0;0.0;592.0;147.0;22.0;22.0;1.0;6.0;4.0;7.0;3.0;0;0;0;1;0;0;0;55;50-59;0
7930;1969;Master;Single;26877.0;0;0;2013-08-19;74.0;101.0;13.0;76.0;20.0;18.0;40.0;2.0;3.0;1.0;6.0;6.0;0;0;0;0;0;0;0;51;50-59;0
4587;1944;Master;Widow;45006.0;0;0;2013-07-18;90.0;162.0;25.0;53.0;16.0;0.0;10.0;1.0;3.0;1.0;7.0;3.0;0;0;0;0;0;0;0;76;>69;0
6682;1973;Basic;Married;18978.0;1;0;2012-12-11;41.0;2.0;8.0;1.0;4.0;7.0;15.0;1.0;1.0;0.0;3.0;8.0;0;0;0;0;0;0;0;47;40-59;1
6222;1967;Graduation;Married;22574.0;2;1;2013-10-28;28.0;25.0;0.0;8.0;2.0;0.0;2.0;2.0;2.0;0.0;3.0;7.0;0;0;0;0;0;0;0;53;50-59;3
10299;1969;PhD;Single;48240.0;0;0;2012-11-09;73.0;389.0;91.0;248.0;64.0;49.0;41.0;3.0;6.0;3.0;;5.0;0;0;0;0;0;0;1;51;50-59;0
3083;1974;Graduation;Married;45837.0;1;1;2013-07-26;88.0;215.0;13.0;87.0;17.0;17.0;24.0;5.0;6.0;2.0;5.0;7.0;0;0;0;0;0;0;0;46;40-59;2
8953;1965;Master;Single;35791.0;2;1;2013-05-06;94.0;27.0;0.0;5.0;0.0;0.0;3.0;2.0;1.0;0.0;3.0;8.0;0;0;0;0;0;0;0;55;50-59;3
1503;1976;PhD;Together;;1;1;2013-06-03;31.0;85.0;1.0;16.0;2.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;0;0;0;0;0;0;0;44;40-59;2
8650;1978;Graduation;Widow;54162.0;1;1;2013-03-18;31.0;5.0;6.0;10.0;6.0;5.0;10.0;1.0;1.0;0.0;3.0;4.0;0;0;0;0;0;0;0;42;40-59;2
10862;1960;Master;Married;30522.0;0;1;2012-08-17;6.0;179.0;8.0;83.0;19.0;11.0;26.0;5.0;1.0;2.0;9.0;2.0;0;0;0;0;0;0;0;60;60-69;1
2782;1961;PhD;Married;54456.0;0;1;2013-07-11;23.0;352.0;0.0;27.0;10.0;0.0;15.0;3.0;6.0;1.0;7.0;6.0;0;0;0;0;0;0;0;59;>69;1
6941;1971;Graduation;Single;31632.0;0;0;2013-07-14;92.0;17.0;8.0;12.0;11.0;15.0;32.0;1.0;2.0;1.0;2.0;7.0;0;0;0;0;0;0;0;49;>69;0
10972;1949;Graduation;Widow;72298.0;0;0;2014-03-10;52.0;625.0;35.0;169.0;58.0;17.0;35.0;1.0;4.0;3.0;6.0;1.0;0;1;1;0;0;0;0;71;>69;0
10708;1978;2n Cycle;Single;36975.0;1;0;2013-12-28;50.0;10.0;6.0;11.0;0.0;4.0;2.0;1.0;1.0;0.0;3.0;7.0;0;0;0;0;0;0;0;42;40-59;1
6583;1955;2n Cycle;Married;72635.0;0;0;2013-06-03;54.0;390.0;22.0;323.0;104.0;35.0;107.0;1.0;6.0;8.0;6.0;3.0;0;0;0;1;0;0;0;65;60-69;0
3641;1976;Graduation;Married;13624.0;1;0;2013-01-20;93.0;10.0;2.0;15.0;2.0;1.0;6.0;2.0;2.0;0.0;3.0;6.0;0;0;0;0;0;0;0;44;40-59;1
10156;1975;Graduation;Single;84196.0;0;1;2013-06-03;56.0;215.0;63.0;507.0;;31.0;;1.0;8.0;4.0;7.0;3.0;0;0;0;0;0;0;0;45;40-59;1
4299;1960;Graduation;Together;70971.0;0;1;2012-09-21;28.0;;17.0;572.0;93.0;;17.0;;;;5.0;7.0;0;0;0;0;0;0;1;60;60-69;1
3469;1977;PhD;Divorced;34487.0;1;1;2012-09-06;94.0;19.0;18.0;33.0;24.0;1.0;8.0;3.0;3.0;0.0;3.0;9.0;0;0;0;0;0;0;0;43;40-59;2
5063;1977;Graduation;Single;28769.0;1;0;2012-12-18;76.0;41.0;5.0;129.0;10.0;3.0;3.0;3.0;4.0;1.0;4.0;9.0;0;0;0;0;0;0;0;43;40-59;1
10727;1970;PhD;Married;69084.0;1;0;2013-11-19;43.0;;;199.0;39.0;30.0;30.0;2.0;7.0;3.0;;8.0;0;0;0;0;0;0;0;50;50-59;1
9624;1958;PhD;Together;65488.0;0;0;2014-06-13;46.0;603.0;45.0;207.0;36.0;18.0;54.0;1.0;3.0;4.0;6.0;1.0;0;0;0;0;0;0;0;62;60-69;0
5156;1970;2n Cycle;Married;62466.0;0;1;2014-01-15;13.0;129.0;;259.0;;;83.0;5.0;6.0;3.0;12.0;4.0;0;0;0;0;0;0;0;50;50-59;1
4376;1960;2n Cycle;Single;32218.0;0;0;2014-02-15;27.0;10.0;24.0;15.0;13.0;1.0;30.0;1.0;2.0;1.0;3.0;7.0;1;0;0;0;0;0;1;60;60-69;0
8923;1973;Graduation;Single;83917.0;0;0;2013-04-18;12.0;514.0;22.0;;42.0;;79.0;1.0;6.0;7.0;7.0;3.0;0;0;0;0;0;0;1;47;40-59;0
8461;1962;Graduation;Divorced;46102.0;2;1;2014-03-10;3.0;14.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;2.0;7.0;0;0;0;0;0;0;0;58;50-59;3
6945;1952;Graduation;Single;84574.0;0;0;2013-06-04;72.0;387.0;20.0;;38.0;54.0;;1.0;9.0;;11.0;5.0;0;0;0;0;0;0;0;68;60-69;0
944;1962;Graduation;Married;56181.0;0;1;2013-01-08;6.0;121.0;103.0;69.0;8.0;44.0;48.0;1.0;4.0;2.0;7.0;4.0;0;0;0;0;0;0;0;58;50-59;1
1907;1950;Master;Divorced;63120.0;0;1;2012-09-28;53.0;965.0;69.0;279.0;54.0;41.0;69.0;5.0;8.0;4.0;9.0;7.0;0;0;0;0;0;0;1;70;>69;1
701;1971;Graduation;Married;73691.0;0;1;2013-11-06;58.0;707.0;21.0;250.0;85.0;43.0;73.0;2.0;6.0;2.0;8.0;2.0;1;0;0;0;0;0;0;49;>69;1
3856;1960;Graduation;Together;63381.0;0;1;2012-10-05;78.0;571.0;50.0;142.0;33.0;50.0;;4.0;4.0;5.0;;2.0;0;0;0;0;0;0;0;60;60-69;1
4149;1948;PhD;Together;76140.0;0;0;2014-05-13;57.0;586.0;66.0;;17.0;0.0;26.0;1.0;5.0;;6.0;2.0;0;0;0;0;0;0;0;72;>69;0
2131;1959;PhD;Divorced;62859.0;0;1;2012-12-30;37.0;;89.0;102.0;16.0;12.0;25.0;4.0;9.0;4.0;6.0;6.0;0;0;0;0;0;0;0;61;60-69;1
2942;1964;Graduation;Single;45906.0;0;1;2013-05-07;20.0;305.0;3.0;27.0;4.0;3.0;144.0;2.0;5.0;4.0;4.0;5.0;1;0;0;0;0;0;0;56;50-59;1
1173;1947;Master;Together;77632.0;0;0;2013-03-10;73.0;;105.0;;0.0;42.0;147.0;1.0;4.0;2.0;6.0;2.0;0;1;1;0;0;0;1;73;>69;0
4381;1971;PhD;Married;46463.0;1;1;2013-08-18;56.0;163.0;2.0;40.0;8.0;11.0;11.0;;3.0;1.0;6.0;6.0;0;0;0;0;0;0;0;49;>69;2
4611;1970;Graduation;Together;;0;0;2013-01-21;36.0;;;104.0;;21.0;;0.0;9.0;8.0;;3.0;0;0;1;1;0;0;1;50;50-59;0
3376;1970;Master;Divorced;55282.0;1;0;2013-12-13;9.0;125.0;6.0;73.0;8.0;4.0;19.0;1.0;3.0;1.0;6.0;4.0;0;0;0;0;0;0;0;50;50-59;1
4679;1977;Master;Married;78710.0;0;1;2014-05-23;42.0;721.0;0.0;152.0;119.0;50.0;50.0;3.0;7.0;6.0;12.0;4.0;0;0;0;0;0;0;0;43;40-59;1
10928;1958;Graduation;Together;66886.0;0;1;2013-09-16;28.0;315.0;4.0;62.0;41.0;31.0;146.0;2.0;7.0;1.0;7.0;5.0;0;0;0;0;0;0;0;62;60-69;1
4248;1960;Master;Single;98777.0;0;0;2014-02-17;23.0;;19.0;;125.0;;38.0;0.0;4.0;6.0;9.0;1.0;0;1;0;0;0;0;0;60;60-69;0
6728;1985;Graduation;Together;29103.0;1;0;2012-08-27;38.0;16.0;0.0;17.0;6.0;3.0;6.0;2.0;1.0;0.0;3.0;9.0;0;0;0;0;0;0;0;35;30-39;1
6661;1974;Graduation;Married;67445.0;0;1;2012-08-12;63.0;757.0;80.0;217.0;29.0;80.0;11.0;5.0;9.0;6.0;12.0;6.0;0;0;0;0;0;0;0;46;40-59;1
4725;1950;PhD;Together;50616.0;0;1;2014-04-13;71.0;30.0;2.0;25.0;0.0;1.0;9.0;1.0;1.0;1.0;4.0;2.0;0;0;0;0;0;0;0;70;>69;1
3277;1955;Graduation;Divorced;49431.0;0;1;2012-08-03;9.0;219.0;3.0;100.0;26.0;0.0;17.0;2.0;7.0;1.0;5.0;8.0;0;0;0;0;0;0;0;65;60-69;1
5555;1975;Graduation;Divorced;;0;0;2014-02-07;81.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;;0;0;0;0;0;0;0;45;40-59;0
2564;1953;Graduation;Together;61278.0;0;1;2014-01-04;87.0;111.0;3.0;28.0;2.0;6.0;15.0;2.0;3.0;1.0;4.0;6.0;0;0;0;0;0;0;0;67;60-69;1
946;1958;2n Cycle;Together;26490.0;0;0;2012-09-22;92.0;45.0;47.0;52.0;21.0;20.0;25.0;2.0;3.0;1.0;5.0;6.0;0;0;0;0;0;0;0;62;60-69;0
3867;1947;PhD;Together;73059.0;0;1;2013-08-31;36.0;410.0;;420.0;0.0;82.0;71.0;1.0;9.0;3.0;;4.0;0;0;0;0;0;0;0;73;>69;1
6940;1966;PhD;Single;46734.0;1;2;2013-10-21;86.0;100.0;1.0;39.0;6.0;1.0;76.0;4.0;3.0;2.0;3.0;6.0;1;0;0;0;0;0;0;54;50-59;3
55;1963;Graduation;Together;56253.0;0;1;2012-12-07;83.0;509.0;0.0;65.0;7.0;11.0;5.0;4.0;7.0;2.0;9.0;6.0;0;0;0;0;0;0;0;57;50-59;1
7093;1985;Graduation;Married;19986.0;1;0;2013-11-14;74.0;3.0;6.0;5.0;0.0;2.0;6.0;1.0;0.0;0.0;3.0;7.0;0;0;0;0;0;0;0;35;30-39;1
5084;1975;Graduation;Widow;58330.0;0;1;2013-12-25;87.0;445.0;53.0;213.0;104.0;98.0;;1.0;6.0;4.0;;4.0;0;0;0;0;0;0;0;45;40-59;1
1777;1980;Basic;Married;25965.0;0;0;2012-09-07;29.0;2.0;2.0;11.0;41.0;7.0;11.0;1.0;2.0;0.0;3.0;8.0;0;0;0;0;0;0;0;40;40-59;0
8162;1956;Master;Together;14661.0;0;0;2013-01-01;88.0;4.0;1.0;11.0;6.0;2.0;2.0;1.0;1.0;0.0;3.0;6.0;0;0;0;0;0;0;0;64;60-69;0
10826;1959;Graduation;Married;18690.0;0;0;2012-12-28;77.0;6.0;1.0;7.0;23.0;4.0;19.0;1.0;1.0;1.0;2.0;8.0;0;0;0;0;0;0;0;61;60-69;0
8754;1974;PhD;Together;45068.0;0;1;2013-05-16;25.0;14.0;0.0;3.0;0.0;0.0;3.0;1.0;1.0;0.0;2.0;7.0;0;0;0;0;0;0;0;46;40-59;1
1987;1987;Basic;Single;21063.0;1;0;2013-09-25;34.0;1.0;10.0;11.0;19.0;3.0;15.0;2.0;2.0;0.0;3.0;6.0;0;0;0;0;0;0;0;33;30-39;1
11007;1968;PhD;Married;29187.0;1;0;2013-05-09;43.0;26.0;0.0;6.0;0.0;0.0;2.0;1.0;1.0;0.0;3.0;8.0;0;0;0;0;0;0;0;52;50-59;1
7426;1971;2n Cycle;Married;54690.0;1;1;2013-11-07;76.0;111.0;16.0;37.0;7.0;9.0;18.0;3.0;3.0;1.0;5.0;3.0;0;0;0;0;0;0;0;49;>69;2
9153;1964;PhD;Married;59304.0;0;1;2013-07-29;81.0;418.0;61.0;428.0;80.0;51.0;10.0;3.0;7.0;8.0;10.0;5.0;0;0;0;0;0;0;0;56;50-59;1
10379;1962;Master;Single;59247.0;0;2;2013-11-08;87.0;327.0;9.0;122.0;19.0;14.0;83.0;5.0;5.0;2.0;9.0;6.0;0;0;0;0;0;0;0;58;50-59;2
9204;1970;Graduation;Widow;66731.0;0;1;2012-09-12;33.0;371.0;;194.0;58.0;106.0;141.0;4.0;4.0;3.0;6.0;3.0;0;0;0;0;0;0;0;50;50-59;1
3197;1980;Graduation;Married;77353.0;0;1;2013-12-16;38.0;275.0;59.0;107.0;69.0;101.0;59.0;2.0;6.0;4.0;8.0;4.0;0;0;0;0;0;0;0;40;40-59;1
2920;1975;PhD;Single;52614.0;0;1;2012-12-01;63.0;789.0;0.0;142.0;12.0;9.0;38.0;2.0;2.0;4.0;8.0;8.0;0;0;0;0;0;0;0;45;40-59;1
6961;1974;Graduation;Married;26751.0;2;0;2014-05-22;26.0;1.0;1.0;5.0;0.0;3.0;1.0;1.0;1.0;0.0;2.0;8.0;0;0;0;0;0;0;0;46;40-59;2
4673;1963;PhD;Married;81300.0;0;1;2012-10-30;17.0;;12.0;145.0;32.0;12.0;36.0;3.0;;3.0;5.0;5.0;0;0;0;1;0;0;1;57;50-59;1
9937;1979;Graduation;Single;70337.0;0;0;2014-01-02;75.0;187.0;81.0;149.0;25.0;43.0;91.0;1.0;2.0;2.0;12.0;1.0;0;0;0;0;0;0;0;41;40-59;0
8779;1985;2n Cycle;Married;36145.0;1;0;2013-06-16;13.0;56.0;4.0;76.0;17.0;1.0;18.0;4.0;4.0;1.0;3.0;9.0;1;0;0;0;0;0;1;35;30-39;1
9596;1980;PhD;Single;65295.0;0;0;2013-12-23;19.0;365.0;32.0;117.0;34.0;;6.0;1.0;3.0;3.0;;2.0;0;0;0;0;0;0;0;40;40-59;0
2891;1963;Graduation;Divorced;68118.0;0;1;2013-10-18;51.0;595.0;23.0;123.0;10.0;23.0;;2.0;8.0;;4.0;6.0;0;0;0;0;0;0;0;57;50-59;1
4910;1967;Graduation;Divorced;68743.0;0;0;2012-08-30;81.0;;;384.0;;;115.0;1.0;;5.0;;7.0;0;0;0;0;0;0;0;53;50-59;0
75;1982;2n Cycle;Together;41039.0;0;0;2013-07-25;32.0;34.0;11.0;137.0;;61.0;45.0;1.0;8.0;1.0;5.0;8.0;0;0;0;0;0;0;0;38;30-39;0
10120;1955;Graduation;Together;38946.0;0;1;2013-10-24;84.0;116.0;6.0;82.0;6.0;6.0;41.0;2.0;3.0;1.0;6.0;5.0;0;0;0;0;0;0;0;65;60-69;1
6327;1967;Graduation;Together;65777.0;0;0;2013-12-19;87.0;565.0;32.0;435.0;28.0;32.0;54.0;1.0;2.0;8.0;6.0;1.0;0;0;0;0;0;0;0;53;50-59;0
10142;1976;PhD;Divorced;66476.0;0;1;2013-03-07;99.0;372.0;18.0;126.0;47.0;48.0;78.0;2.0;5.0;2.0;11.0;4.0;0;0;0;0;0;0;0;44;40-59;1
9826;1972;PhD;Single;86857.0;0;0;2012-09-12;96.0;899.0;102.0;;133.0;102.0;40.0;1.0;5.0;6.0;10.0;2.0;0;0;0;0;0;0;1;48;40-59;0
1501;1982;PhD;Married;;0;0;2012-08-04;21.0;55.0;16.0;;17.0;3.0;4.0;;0.0;;1.0;;0;0;0;0;0;0;0;38;30-39;0
10767;1989;PhD;Together;77845.0;0;0;2014-05-16;40.0;760.0;40.0;480.0;0.0;40.0;26.0;1.0;3.0;5.0;12.0;1.0;0;0;1;1;0;0;0;31;30-39;0
7279;1969;PhD;Together;69476.0;0;0;2013-09-30;3.0;260.0;86.0;559.0;63.0;9.0;67.0;1.0;4.0;6.0;4.0;2.0;0;0;0;0;0;0;0;51;50-59;0
